Title,Brand,Screen_Size,Ram,Series,Rating,Color,Chipset,Wireless,Weight,No_of_Processor,Flash_Memory,Battery,No_of_Reviews,Price
"Alienware m15 R7 Gaming Laptop - 15.6-inch 240Hz 2ms QHD, Intel Core i9-12900H, 32GB DDR5 RAM, 1TB SSD, NVIDIA Geforce RTX 3080 Graphics, Killer AX 1675i with Dell services, Windows 11 Home - Dark",Alienware,156 Inches,32 GB DDR5,Alienware m15 R7,4.1 out of 5 stars,Dark Side of the Moon,NVIDIA,Bluetooth 80211ax,593 pounds,14,1 TB,1 Lithium Ion batteries required included,112 ratings,nan
"Dell Latitude 7390 Laptop, 13.3-inch FHD Touch Display, Intel Core i5-8350U Upto 3.6GHz, 8GB RAM, 256GB SSD, DisplayPort via USB-C, HDMI, Qualcomm WWAN, Wi-Fi, Bluetooth, Windows 10 Pro (Renewed)",Dell,133 Inches,36 GHz,Dell Latitude,4.4 out of 5 stars,Black,Qualcomm,Bluetooth,259 pounds,4,None,1 Lithium Ion batteries required included,65 ratings,nan
"Dell Latitude 7400 Laptop, 14.0 inches FHD (1920 x 1080) Touchscreen, Intel Core 8th Gen i7-8665U, 16GB RAM, 256GB SSD, Windows 11 (Renewed)",Dell,14 Inches,2666 MHz,Dell Latitude 7400,3.7 out of 5 stars,None,Intel,None,4 pounds,1,256 GB,1 Lithium Ion batteries required included,8 ratings,nan
"Dell Inspiron 15 Touchscreen Laptop 2022 Newest, 15.6"" FHD Display, 11th Gen Intel Core i7-1165G7 (up to 4.7 GHz), 16GB RAM, 512GB PCIE SSD, Webcam, Bluetooth 5, HDMI, Windows 11, Black",Dell,156 Inches,16 GB DDR4,Dell Inspiron,3.7 out of 5 stars,Black,Intel,Bluetooth,38 pounds,4,512 GB,1 Lithium Ion batteries required included,11 ratings,nan
"2022 Newest Dell Inspiron 3000 Laptop, 15.6 HD Display, Intel Celeron Processor N4020, 16GB DDR4 RAM, 1TB Hard Disk Drive, Online Meeting Ready, Webcam, WiFi, HDMI, Win10 Pro, Black",Dell,156 Inches,28 GHz,Dell Inspiron,4.0 out of 5 stars,Black,Intel,Bluetooth,391 pounds,2,16 GB,None,132 ratings,nan
"Dell Latitude 7430 Laptop - 14.0"" FHD AG, Touch Screen 300 nits Display - Intel Core i7-1265U 10-Core (12th Gen) - 512GB SSD - 16GB - 5 YRS ProSupport - Windows 11 pro",Dell,14 Inches,2666 MHz,Latitude 7430,nan,None,Intel,80211ax,269 pounds,4,None,1 Lithium Ion batteries required included,nan,"$1,995.00"
"Dell 2023 G15 15.6"" 120Hz FHD Gaming Laptop 14-Core Intel i7-12700H 32GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3050Ti 4GB GDDR6 USB-C w/ DP HDMI2.1 WiFi AX BT RJ-45 Backlit KB Webcam Windows 11 Home",Dell,156 Inches,32 GB DDR5,G15,5.0 out of 5 stars,Black,NVIDIA,80211ax,537 pounds,14,None,1 Lithium Ion batteries required included,6 ratings,nan
"Dell XPS 15 9520 15.6"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) - 16 GB Total RAM - 512 GB SSD - Platinum Silver, Black",Dell,156 Inches,512 GB SSD,XPS 15,nan,Black,NVIDIA,None,839 pounds,1,None,1 Lithium Ion batteries required included,nan,"$1,950.99"
"Dell Inspiron 15.6-inch HD Display Laptop PC, Intel Core i3-7130U 2.7GHz Processor, 8GB DDR4, 128GB SSD, Stereo Speakers, WiFi, Bluetooth, MaxxAudio, HDMI, No DVD, Intel HD Graphics 620, Windows 10",Dell,156 Inches,8 GB SDRAM,Dell Inspiron I3567,4.5 out of 5 stars,NonTouch  i37130U  128GB SSD,Intel,80211bgn,48 pounds,2,128 GB,1 Lithium Metal batteries required included,162 ratings,$269.90
"Dell XPS 13 Plus 9320 13.4"" Touchscreen Notebook - 3.5K - 3456 x 2160 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) - Intel Evo Platform - 32 GB Total RAM - 32 GB On-Board Memory - 1 TB SSD",Dell,134 Inches,32 GB Lpddr 5,XPS 13 Plus,2.0 out of 5 stars,None,Intel,None,498 pounds,1,None,None,1 rating,"$1,999.00"
"Dell G15 15.6"" FHD 120Hz Gaming Laptop, AMD Ryzen7 5800H(8-core, Up to 4.4 GHz), NVIDIA GeForce RTX 3050 Ti, 32GB 3200MHz RAM, 1TB PCIe SSD, Backlit Keyboard, HDMI, WiFi 6, Win 11, Grey",Dell,156 Inches,32 GB DDR4,None,4.2 out of 5 stars,None,AMD,80211ax,54 pounds,8,1 TB,1 Lithium Ion batteries required included,45 ratings,$829.00
Dell G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 11 Home | Gray,Dell,156 Inches,32 GB SDRAM,Dell Gaming G15,4.1 out of 5 stars,Gray,NVIDIA,Bluetooth,54 pounds,8,None,1 Lithium Ion batteries required included,32 ratings,nan
"Dell 2022 Vostro 7620 Business 16"" FHD+ Laptop Intel 14-Core i7-12700H NVIDIA RTX 3050 4GB GDDR6 16GB DDR5 512GB NVMe SSD WiFi 6E RJ-45 Thunderbolt4 HDMI Webcam Backlit KB Fingerprint Windows 10 Pro",Dell,16 Inches,16 GB DDR5,V7620,3.9 out of 5 stars,Black,NVIDIA,80211ax,8 pounds,14,512 GB,None,5 ratings,"$1,259.99"
"2019 Dell Precision 5540 Laptop 15.6"" - Intel Core i9 9th Gen - i9-9880H - Eight Core 4.8Ghz - 512GB SSD - 32GB RAM - Nvidia Quadro T2000 - 1920x1080 FHD - Windows 10 Pro (Renewed)",Dell,156 Inches,512 GB SSD,Precision 5540 Laptop,nan,Gray,NVIDIA,None,393 pounds,8,None,None,nan,nan
"2020 Dell XPS 13 9300 13.4-inch FHD InfinityEdge Touchscreen Laptop (Silver), Intel Core i7-1065G7 10th Gen, 16GB RAM, 1TB SSD, Windows 10 Pro (Renewed)",Dell,134 Inches,1 TB SSD,Dell Precision,4.7 out of 5 stars,None,Intel,None,469 pounds,4,None,None,4 ratings,nan
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 256GB PCIe SSD 16GB RAM Full HD (1920X1080) HD Webcam Win 10 Pro (Certified Refurb)",Dell,14 Inches,39 GHz,Latitude,4.2 out of 5 stars,None,Intel,Bluetooth,454 pounds,1,256 GB,None,26 ratings,nan
"Dell Latitude 5000 5420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) - 16 GB RAM - 256 GB SSD - Titan Gray Dull",Dell,14 Inches,16 GB DDR4,Latitude 5000,nan,Titan Gray Dull,Intel,Bluetooth 80211ax,31 pounds,1,512,1 9V batteries required included,nan,$679.00
"LincPlus P3 14 inch Thin and Light Laptop PC, 4GB RAM 128GB eMMC 1080P Full HD IPS Computer, Intel Celeron Dual-Core, Mini Notebook,Windows 10 Home in S Mode,UK Keyboard White",LincPlus,14,4 GB LPDDR4,LincPlus p3,3.6 out of 5 stars,White,Intel,Bluetooth 80211ac,309 pounds,2,512 GB,1 Lithium Polymer batteries required included,734 ratings,$199.00
Dell Inspiron 15.6-inch Full HD Touch-Screen Intel i5-1035G1 12GB 256GB SSD Win 10 Laptop,Dell,156 Inches,12 GB DDR4,Dell Inspiron,4.3 out of 5 stars,Black,Intel,Bluetooth,393 pounds,4,256 GB,None,56 ratings,$388.00
"2021 Newest Dell Inspiron 15 3000 Series 3505 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 3450U Quad-Core Processor, 16GB DDR4 RAM, 1TB Hard Disk Drive, Webcam, Wi-Fi, HDMI, Windows 10 Home, Black",Dell,156 Inches,35 GHz,Dell Inspiron,4.1 out of 5 stars,Black,AMD,Bluetooth,404 pounds,4,16 GB,None,92 ratings,$469.00
"Dell Latitude 5580 Intel Core i7-7820HQ 16GB DDR4 512GB SSD 15.6"" Windows 10 Pro Laptop (Renewed)",Dell,156 Inches,16 GB DDR4,Dell Latitude,4.1 out of 5 stars,None,Intel,None,728 pounds,4,512 GB,None,4 ratings,nan
"Dell Latitude 5480 14 inches Laptop, Core i5-6200U 2.3GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",Dell,14 Inches,8 GB SDRAM,Latitude 5480,4.3 out of 5 stars,Black,Intel,80211abgnac,211 ounces,2,256 GB,1 Lithium Ion batteries required included,170 ratings,nan
"Dell Inspiron 15 15.6” FHD Thin and Light Laptop, Ryzen 7 4700U, Webcam, WiFi 6, Backlit Keyboard, USB-C, HDMI, AMD Radeon RX Vega 10, Windows 10 Home, 16GB DDR4, 512GB PCIe SSD",Dell,156 Inches,41 GHz,Inspiron 15,5.0 out of 5 stars,Silver,AMD,Bluetooth,378 pounds,8,512 GB,1 Lithium Ion batteries required included,5 ratings,$754.99
"Dell Inspiron 14 5400 2 in 1 - 14 Inch FHD Touchscreen, Intel Core i7, 12GB Memory, 512GB Solid State Drive, Windows 10 Home (Latest Model)- Titan Grey",Dell,14 Inches,512 GB SSD,i54007128GRYPUS,4.5 out of 5 stars,Grey,Intel,80211ax,1 pounds,4,512,1 Lithium Ion batteries required included,165 ratings,$749.00
Dell 2022 Inspiron 5620 16” FHD+ WVA Narrow Border Laptop PC Intel 12th 10-Core i5-1235U 16GB DDR4 512GB NVMe SSD Intel Iris Xe Graphics WiFi AX HDMI USB-C Backlit KB Fingerprint Windows 11 Home,Dell,156 Inches,16 GB DDR4,Dell 5000,4.7 out of 5 stars,Platinum,Intel,80211ax,8 pounds,4,None,None,5 ratings,nan
"Dell 7855 G7 15 Flagship Gaming laptop, 15.6"" FHD IPS Screen, Intel 8th Gen 6-core i7-8750h, 512GB Intel PCIe Nvme SSD, 16GB DDR4, GeForce GTX 1060 With Max-Q, HDMI, Wireless-AC, MaxxAudio, Windows 10",Dell,156 Inches,16 GB DDR4,Dell7855G7512SSD,5.0 out of 5 stars,Black,NVIDIA,80211ac,62 pounds,6,512 GB,None,3 ratings,"$1,205.00"
"2021 Newest Dell Inspiron 5510 Laptop, 15.6"" FHD Display, Intel Core i7-11370H, 64GB RAM, 2TB PCIe SSD, Thunderbolt 4, HDMI, Webcam, Fingerprint Reader, Wi-Fi 6, Backlit Keyboard, Silver, Win 10",Dell,156 Inches,64 GB SDRAM,Inspiron,3.5 out of 5 stars,None,Intel,80211ac,378 pounds,4,2 TB,None,11 ratings,nan
"Dell Latitude 5420 Laptop - 14"" HD (1366x768) AG Display - 2.6 GHz Intel Core i5 1145G7 4-Core (11th Gen) - 16GB - 256GB SSD - Windows 10 Pro",Dell,14 Inches,3200 MHz,Latitude 5430,5.0 out of 5 stars,None,Intel,Bluetooth,497 pounds,10,512 GB,None,2 ratings,$599.00
"Dell Latitude 5000 5530 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 256 GB SSD - Gray",Dell,156 Inches,256 GB SSD,Latitude 5000,nan,Gray,Intel,None,563 pounds,1,None,1 Lithium Ion batteries required included,nan,$950.00
"2021 Newest Dell XPS 17 Laptop 9710, 17"" UHD+ Touch Display, Intel i7-11800H, GeForce RTX 3050, 32GB RAM, 1TB SSD, IR Camera, Backlit Keyboard, Fingerprint Reader, Wi-Fi 6, Thunderbolt, Win 10 Pro",Dell,17 Inches,2400 MHz,XPS,3.7 out of 5 stars,Platinum Silver,NVIDIA,Bluetooth,55 pounds,8,1 TB,None,20 ratings,"$1,888.00"
"2022 Dell Latitude 3410 3000 14"" FHD (Intel Quad-Core i5-10210U (Beat i7-8565U), 16GB RAM, 256GB PCIe SSD, Full HD IPS) Business Student Education Laptop, Type-C, HDMI, Webcam, Win 10 Pro / Win 11 Pro",Dell,14 Inches,16 GB DDR4,Latitude 3410,4.0 out of 5 stars,Black,Intel,80211ac,369 pounds,4,256 GB,1 Lithium Ion batteries required included,26 ratings,$699.99
"Dell Latitude 7430 Laptop 14.0"" FHD - 12th Gen Intel Core i5 – 16GB DDR4 – 256GB SSD - Windows 10 Pro - New",Dell,14 Inches,3200 MHz,Dell Latitude 7430,nan,None,Intel,None,3 pounds,10,256 GB,1 Lithium Ion batteries required included,nan,nan
"Dell Gaming G3 15 3500, 15.6 inch FHD Non-Touch Laptop - Intel Core i7-10750H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Windows 10 Home - Black",Dell,156 Inches,16 GB DDR4,i35007722BLKPUS,4.4 out of 5 stars,Black,NVIDIA,Bluetooth,518 pounds,6,512,4 Lithium Ion batteries required included,611 ratings,"$1,699.00"
"Dell 15.6-Inch Gaming Laptop (6th Gen Intel Quad-Core i5-6300HQ Processor up to 3.2GHz, 8GB DDR3, 256GB SSD, Nvidia GeForce GTX 960M, Windows 10)",Dell,156 Inches,8 GB DDR3L SDRAM,Inspiron 15 7000 series 7559,4.3 out of 5 stars,Black,NVIDIA,80211ac,6 pounds,4,256,1 Lithium Ion batteries required included,"1,698 ratings",$999.99
"Dell Latitude 5490 14 HD, Core i5-7300U 2.6GHz, 16GB RAM, 256GB Solid State Drive, Windows 10 Pro 64Bit, CAM, (RENEWED)",Dell,14 Inches,256 GB SSD,Latitude 5490,4.3 out of 5 stars,None,Intel,None,57 pounds,2,None,1 Lithium Ion batteries required included,41 ratings,nan
"Dell Vostro 5620 16"" FHD Business Laptop, 12th Gen Intel Core i7-1260P, Windows 11 Pro, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Long Battery Life, Titan Gray",Dell,16 Inches,512 GB SSD,Vostro 5620,3.8 out of 5 stars,Titan Gray,Intel,Bluetooth,4 pounds,12,512 GB,1 Lithium Ion batteries required included,4 ratings,"$1,136.89"
"Dell Inspiron 15 3000 Business and Student Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",Dell,156 Inches,28 GHz,Inspiron,4.0 out of 5 stars,Black,Intel,Bluetooth,364 pounds,2,1 TB,None,234 ratings,$548.94
"Dell XPS 9320 Laptop (2022) | 13.4"" FHD+ | Core i7 - 1TB SSD - 16GB RAM | 12 Cores @ 4.7 GHz - 12th Gen CPU Win 11 Home",Dell,134 Inches,1000 GB SSD,XPS 9320 Laptop,nan,Black,Intel,Bluetooth,271 pounds,12,None,None,nan,"$1,402.16"
"Newest Dell Inspiron 7000 2-in-1 Convertible Laptop, 17"" QHD+ 2K Touch Display, Intel Core i7-1165G7, 64 GB RAM, 2TB PCIe SSD, Intel Iris Xe, Webcam, Backlit KB, FP Reader, Windows 10, Silver",Dell,17 Inches,2 TB SSD,7700,4.4 out of 5 stars,Silver,Intel,Bluetooth,536 pounds,4,2 TB,None,7 ratings,nan
"Newest Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Display, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 16GB RAM, 1TB SSD, HDMI, Webcam, Windows 10, Black (Latest Model)",Dell,156 Inches,2400 MHz,3000,4.7 out of 5 stars,Black,Intel,Bluetooth,393 pounds,4,1 TB,1 Lithium Ion batteries required,6 ratings,nan
"Latest Dell Inspiron I5402 Laptop | 14"" FHD Display | Intel 4-Core i5-1135G7 | Iris Xe Graphics | 12GB DDR4 512GB NVMe SSD | WiFi 6 | USB-C | HDMI | Webcam | Backlit KB | Win10 Home",Dell,14 Inches,12 GB DDR4,Dell I5402,nan,Silver,Intel,80211ax,8 pounds,4,None,None,nan,nan
"2020 Newest Dell Inspiron 15 3000 PC Laptop: 15.6"" HD Anti-Glare LED-Backlit Nontouch Display, Intel 2-Core 4205U Processor, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, Win 10",Dell,156 Inches,1 TB HDD,Dell Inspiron,4.0 out of 5 stars,Black,Intel,Bluetooth,48 pounds,4,None,None,269 ratings,$265.99
"Dell Vostro 7620 Business Laptop, 16"" FHD+ Display, Intel i7-12700H Processor, NVIDIA GeForce RTX 3050, 24GB DDR5 RAM, 1TB PCIe SSD, Webcam, RJ45, HDMI, SD Card Reader, Wi-Fi 6, Windows 11 Pro",Dell,16 Inches,1 TB SSD,Vostro,nan,Black,NVIDIA,None,8 pounds,8,None,None,nan,"$1,699.00"
"Dell Latitude 7480 Laptop PC, 14 FHD (1920X1080) Non-Touch, Intel i5 2.60GHz Processor, 16 GB RAM DDR4, 512 GB NVMe Solid State Drive, HDMI, Webcam, WiFi & Bluetooth, Windows 10 Pro (Renewed)",Dell,14 Inches,16 GB DDR4,Dell Latitude 7480 Laptop,5.0 out of 5 stars,Black,Intel,80211n 80211abg 80211ag,462 pounds,4,512 GB,1 Lithium Ion batteries required included,2 ratings,nan
Dell Latitude 5480 | 14 inch Business Laptop | Intel 7th Gen i5-7300U | 8GB DDR4 | 256GB SSD | Backlit Keyboard | Win 10 Pro (Renewed),Dell,14 Inches,8 GB DDR4,Latitude 145480,3.9 out of 5 stars,Black,Intel,Bluetooth 80211ac,352 pounds,2,256 GB,1 Lithium Ion batteries required included,7 ratings,nan
"Dell Latitude 5000 5320 13.3"" Touchscreen Convertible 2 in 1 Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) - 16 GB RAM - 512 GB SSD",Dell,133 Inches,512 GB SSD,Latitude 5000,nan,None,Intel,Bluetooth 80211ax,291 pounds,1,512,None,nan,"$1,265.75"
"Dell Chromebook 11 3100 11.6"" Chromebook - 1366 x 768 - Celeron N4020 - 4 GB RAM - 16 GB Flash Memory - Chrome OS - Intel HD Graphics - English (US) Keyboard - Bluetooth (Renewed)",Dell,116 Inches,4 GB DDR,2019 New Dell Inspiron 11 Chromebook  116 HD NonTouchscreen Display In,4.4 out of 5 stars,None,Allwinner,Bluetooth,285 pounds,1,16,None,10 ratings,nan
"Dell Latitude 2120 Laptop, Intel 1.5ghz 2gb Ram 250gb HDD, 10.1""",Dell,101 Inches,Intel GMA 3150,Dell Latitude,3.8 out of 5 stars,Black,Intel,80211abg,31 pounds,2,32,1 Lithium Ion batteries required,256 ratings,nan
"Dell Latitude 5000 5320 Laptop (2021) | 13.3"" FHD Touch | Core i5 - 256GB SSD - 16GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",Dell,133 Inches,256 GB SSD,Latitude 5320 Laptop,5.0 out of 5 stars,Black,Intel,Bluetooth,261 pounds,4,None,1 Lithium Ion batteries required included,1 rating,nan
"Dell Latitude 5000 5320 Laptop (2021) | 13.3"" FHD | Core i5 - 256GB SSD - 16GB RAM | 4 Cores @ 4.2 GHz - 11th Gen CPU Win 11 Pro (Renewed)",Dell,133 Inches,256 GB SSD,Latitude 5320 Laptop,nan,Black,Intel,Bluetooth,261 pounds,4,None,1 Lithium Ion batteries required included,nan,nan
"Dell Latitude 5000 5530 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1240P Dodeca-core (12 Core) 1.70 GHz - 16 GB Total RAM - 256 GB SSD - Gray",Dell,156 Inches,256 GB SSD,Latitude 5000,nan,Gray,Intel,None,589 pounds,1,None,None,nan,$999.00
Dell 2022 Inspiron 3000 I3505 15.6″ FHD Laptop AMD Dual-Core Ryzen 3 3250U 24GB DDR4 512GB NVMe SSD 1TB HDD AMD Radeon Graphics HDMI Webcam WiFi AC BT RJ-45 White Windows 11 Pro,Dell,156 Inches,24 GB DDR4,Dell I3505,4.7 out of 5 stars,White,AMD,80211ac,8 pounds,2,None,None,36 ratings,nan
"Dell Latitude Rugged 14 5430 Laptop (2022) | 14"" FHD Touch | Core i7 - 512GB SSD - 16GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",Dell,14 Inches,512 GB SSD,Latitude Rugged 5430 Laptop,nan,Silver,Intel,Bluetooth,8 pounds,4,None,None,nan,nan
"Dell XPS 13 9315 Laptop (2022) | 13.4"" FHD+ | Core i7 - 512GB SSD - 16GB RAM | 10 Cores @ 4.7 GHz - 12th Gen CPU Win 11 Home (Renewed)",Dell,134 Inches,512 GB SSD,XPS 9315 Laptop,nan,Platinum Silver,Intel,Bluetooth,8 pounds,10,512 GB,None,nan,nan
"Dell Latitude E7240 12.5? Business Laptop, Intel Core i5-4310U, 8GB DDR3L RAM, 256GB SSD, Windows 10 Professional (Renewed)",Dell,125 Inches,1600 MHz,Dell Latitude,3.2 out of 5 stars,None,Intel,Bluetooth,54 pounds,2,256,None,34 ratings,nan
"Dell Insprion 15 3000 15.6"" HD Slim and Light Laptop, AMD Athlon Silver 3050U Processor, 4GB RAM, 128GB SSD, HDMI, Radeon Graphics, WiFi, Webcam, Windows 10 S, Black",Dell,14 Inches,20 GB DDR4,Dell Inspiron,3.2 out of 5 stars,Silver,AMD,80211abgnac,312 pounds,2,128 GB,1 Lithium Ion batteries required included,13 ratings,$339.00
"Dell Latitude 5414 Rugged 14 -inch HD, Core i5-6300U 2.4GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM, (Renewed)",Dell,14 Inches,None,Dell Latitude,4.4 out of 5 stars,None,Intel,None,843 pounds,None,None,1 Lithium Ion batteries required included,4 ratings,nan
Latest Dell Inspiron 3000 Laptop | 15.6” FHD Touchscreen | AMD 8-Core Ryzen 7 5825U | NVIDIA GeForce MX550 | 64GB DDR4 2TB NVMe SSD | WiFi 6 | USB-C | HDMI | Fingerprint | Windows 10 Pro,Dell,156 Inches,64 GB DDR4,Dell 3000,nan,Silver,NVIDIA,80211ax,8 pounds,8,None,None,nan,nan
Dell Precision M5540 15.6 UHD Touchscreen Intel Core i7-9750H 2.60Ghz 32GB 1TB SSDR Windows 10 Professional (Renewed),Dell,156 Inches,32 GB DDR4,5540,5.0 out of 5 stars,None,NVIDIA,Bluetooth 80211abgnac,664 pounds,1,None,None,1 rating,nan
"Dell G5 15 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1650, 15.6"" FHD LCD Screen, 256GB SSD and 1TB SATA, 16 GB RAM) G5590-7679BLK-PUS",Dell,156 Inches,2666 MHz,Vulcan 15,4.3 out of 5 stars,Black,NVIDIA,5 GHz Radio Frequency,22 pounds,1,16,1 Lithium Ion batteries required included,314 ratings,"$1,499.00"
"Dell Vostro 14 Business Laptop: Core i5-1135G7, 256GB SSD, 8GB RAM, 14"" Full HD Display, Windows 10 Professional",Dell,14 Inches,8 GB DDR4,Vostro 14,5.0 out of 5 stars,Black,Intel,80211ac,508 pounds,4,256 GB,None,1 rating,$617.00
"2021 Newest Dell Inspiron 15 3000 Series 3501 Laptop, 15.6"" FHD Non-touch, 11th Gen Intel Core i3-1115G4 Processor, 8GB RAM, 1TB Hard Disk Drive, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, Black",Dell,156 Inches,34 GHz,Inspiron,4.1 out of 5 stars,Black,Intel,Bluetooth,484 pounds,2,None,1 Lithium Polymer batteries required included,333 ratings,$419.52
Dell Latitude E5570 Business Laptop - 15.6in FHD Display - Intel i7-6820HQ 2.7Ghz - 16GB RAM - 512GB SSD - WIFI - HDMI - Windows 10 Pro - AMD Radeon R7 Video Card (Renewed),Dell,156 Inches,16 GB DDR4,Latitude E5570,4.1 out of 5 stars,Black,AMD,80211ac,436 pounds,1,512 GB,1 Lithium Ion batteries required,14 ratings,nan
"Dell Latitude E6500 15.4"" Recertified Laptop - Intel Core 2 Duo 2.53, 4GB, 320GB, DVD-RW, Win 7 Professional 64-Bit",Dell,154 Inches,Intel 4500HD nVidia Quadro FX370M NVS160MFX770M,Dell Latitude,3.5 out of 5 stars,None,Intel,None,6 pounds,1,None,None,63 ratings,nan
"Dell - Inspiron 3511 15.6"" Touch Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black",Dell,15 Inches,2666 MHz,Inspiron 3511,4.4 out of 5 stars,Black,Intel,80111ac,4 pounds,4,None,None,27 ratings,nan
"Dell Latitude 5521 Laptop - 15.6"" FHD AG Touch Display - 2.5 GHz Intel Core i7-11850H 8-Core - 16GB - 512GB SSD - Windows 10 pro",Dell,156 Inches,512 GB SSD,Latitude 5521,nan,None,Intel,None,654 pounds,8,512 GB,None,nan,"$1,355.00"
"DELL Latitude E5450 14in Laptop, Core i5-5300U 2.3GHz, 8GB Ram, 128GB SSD, Windows 10 Pro 64bit (Renewed)",Dell,14 Inches,23 GHz,Dell Latitude,4.0 out of 5 stars,None,Intel,None,3 pounds,2,128 GB,1 Lithium Ion batteries required included,71 ratings,nan
"Dell XPS 13 9315 Laptop (2022) | 13.4"" FHD+ | Core i7 - 512GB SSD - 16GB RAM | 10 Cores @ 4.7 GHz - 12th Gen CPU Win 11 Home (Renewed)",Dell,134 Inches,512 GB SSD,XPS 9315 Laptop,nan,Platinum Silver,Intel,Bluetooth,8 pounds,10,512 GB,None,nan,nan
"2022 Newest Dell Inspiron 3000 i3520 Laptop 15.6"" FHD 120Hz Display 10-Core 12th Gen Intel Core i7-1255U Iris Xe Graphics 16GB DDR4 512GB NVMe SSD HDMI Bluetooth WiFi 6 Windows 11 Home",Dell,156 Inches,16 GB DDR4,Inspiron 3000,nan,Carbon Black,Intel,80211ax,8 pounds,10,None,None,nan,nan
"Dell G15 Ryzen Edition Gaming 15 Laptop 15.6"" FHD 120Hz Display AMD 6-Core Ryzen 5 5600H (Beats i7-10750H) 8GB RAM 512GB SSD GeForce RTX 3050 4GB Graphic Backlit Keyboard USB-C Win10",Dell,156 Inches,8 GB DDR4,Dell G15 Ryzen Edition Gaming Laptop 5600H,4.5 out of 5 stars,Silver,NVIDIA,Bluetooth,53 pounds,6,512 GB,1 Lithium Ion batteries required included,32 ratings,$785.00
"Dell Latitude 5000 5320 Laptop (2021) | 13.3"" FHD Touch | Core i5 - 256GB SSD - 16GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",Dell,133 Inches,256 GB SSD,Latitude 5320 Laptop,5.0 out of 5 stars,Black,Intel,Bluetooth,261 pounds,4,None,1 Lithium Ion batteries required included,1 rating,nan
2021 Dell Latitude 7320 Laptop 13.3 - Intel Core i7 11th Gen - i7-1185G7 - Quad Core 4.4Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro Silver (Renewed),Dell,133 Inches,18 GHz,Latitude 7320 Laptop,2.0 out of 5 stars,Aluminum,Intel,Bluetooth,248 pounds,4,None,1 Lithium Polymer batteries required,1 rating,nan
"Newest Dell Inspiron 15.6 inch Laptop, 10th Gen Intel Core i5-1035G1, 16GB RAM, 512GB SSD, HDMI, WiFi, Intel UHD Graphics, Bluetooth, Online Class Windows 10 Pro",Dell,156 Inches,36 GHz,Inspiron 3000,4.2 out of 5 stars,Carbon Black,Intel,Bluetooth,382 pounds,4,512 GB,None,16 ratings,$804.89
Dell Inspiron 15.6” Touch Screen Intel Core i3 128GB Solid State Drive Laptop,Dell,156 Inches,Intel HD Graphics 620,Dell Inspiron,4.4 out of 5 stars,Black,Intel,80211bgn 80211b 80211bg,1 pounds,2,128,1 Lithium Metal batteries required included,650 ratings,$534.99
"2022 Dell Inspiron 5620 16"" FHD+ (1920x1200) Laptop 12th Intel i7-1255U 10-Core 64GB DDR4 2TB NVMe SSD NVIDIA GeForce MX570 Graphics Backlit Keyboard w/ Fingerprint Reader WiFi 6E Windows 11 Pro",Dell,16 Inches,64 GB DDR4,Dell 5000,4.0 out of 5 stars,Platinum Silver,NVIDIA,80211ax,8 pounds,10,None,None,2 ratings,"$1,799.00"
